query,document,metadata,semantic_score,keyword_score,metadata_score,final_score,weights
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1995. 10. 12. 선고 95다23156 판결

사건: 약정금

내용: 재판상 이혼 후 또는 재판상 이혼과 함께 재산분할을 원하는 당사자로서는, 이혼성립 후 새로운 협의가 이루어지지 아니하는 한, 위 이혼소송과 별도의 절차로 또는 위 이혼소송절차에 병합하여 가정법원에 재산분할에 관한 심판을 청구하여야 하는 것이지(이에 따라 가정법원이 재산분할의 액수와 방법을 정함에 있어서는 그 협의의 내용과 협의가 이루어진 경위 등을 민법 제839조의 2 제2항 소정 ""기타 사정""의 하나로서 참작하게 될 것이다), 당초의 재산분할에 관한 협의의 효력이 유지됨을 전제로 하여 민사소송으로써 위 협의내용 자체의 이행을 구할 수는 없는 것이라고 할 것이다. 원심은 원고가 위 약정 후인 1992. 11. 17. 수원지방법원에 피고를 상대로 이혼 및 위자료 금 3,000만 원과 재산분할 금 5,000만 원의 지급을 구하는 소를 제기하였다가 1993. 2. 5. 이를 취하하였고, 이에 피고가 원고를 상대로 이혼청구의 소를 제기하여 1993. 6. 3. 승소판결을 받았으며 그 판결이 1993. 6. 24. 확정됨으로써 재판상 이혼에 이르게 된 사실을 인정한 다음, 원고가 협의상 이혼에 응하지 아니하고 피고가 제기한 이혼청구소송에 따라 재판상 이혼을 하게 됨으로써 위 약정이 효력을 상실하였다고 판단하여 위 약정자체의 이행을 구하는 원고의 이 사건 청구를 배척하였는바, 원심의 위 판단은 그 표현에 일부 미흡한 점이 없지 아니하나, 결국, 당원이 설시한 법리와 일치하는 것으로서 정당하고, 재산분할 협의에 관한 소론의 법리오해 등 위법이 있다고 할 수 없다. 논지는 이유 없다.

질문: 부부가 협의이혼을 전제로 재산분할의 약정을 한 경우, 그 후 혼인관계가 존속하거나 재판상 이혼이 이루어진 경우에도 그 효력이 있나요?

답변: 부정

질문: 이혼성립 후 새로운 협의가 이루어지지 아니하는 한, 이혼소송과 별도의 절차로 또는 이혼소송 절차에 병합하여 가정법원에 재산분할에 관한 심판","{'case_no': '95다23156', 'category': '민사', 'court': '대법원', 'date': '1995-10-12', 'reference_court_case': '대법원 1993. 12. 28. 선고 93므409 판결(공1994상,534)', 'reference_rules': '민법 제105조, 제147조, 제839조의2', 'subcategory': '약정금', 'score': 0.491507828}",0.4649984874232621,0.44800000000000006,0.4,0.44964210085448825,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1994. 10. 28. 선고 94므246 판결

사건: 이혼및재산분할

내용: 재판상의 이혼청구권은 부부의 일신전속의 권리이므로 이혼소송 계속중 배우자의 일방이 사망한 때에는 상속인이 그 절차를 수계할 수 없음은 물론이고, 또 그러한 경우에 검사가 이를 수계할 수 있는 특별한 규정도 없으므로 이혼소송은 종료된다.

질문: 이혼소송의 계속중 당사자 일방이 사망하면 소송이 종료되는가?

답변: 긍정","{'case_no': '94므246', 'category': '가사', 'court': '대법원', 'date': '1994-10-28', 'reference_court_case': '가. 대법원 1985. 9. 10. 선고 85므27 판결(공1985,1333), 대법원 1992. 5. 26. 선고 90므1135 판결(공1992,2019), 대법원 1993. 5. 27. 선고 92므143 판결(공1993하,1882)', 'reference_rules': '가.나. 민사소송법 제211조 가. 가사소송법 제24조 나. 민법 제843조(제839조의2)', 'subcategory': '이혼및재산분할', 'score': 0.414789379}",0.42368239909206734,0.39120000000000005,0.4,0.4086983424031765,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1985. 9. 10., 선고, 85므27, 판결

사건: 이혼

내용: 재판상의 이혼청구권은 부부의 일신전속의 권리이므로 이혼소송계속중 부부의 일방이 사망한 경우에는 상속인이 그 소송절차를 수계할 수 없음은 물론이며 그런 경우에 검사가 이를 수계할 수 있는 특별한 규정도 없으므로 당연히 소송이 종료된다.

질문: 이혼소송계속중 부부의 일방이 사망한 경우의 소송관계는 종료되는가?

답변: 긍정","{'case_no': '85므27', 'category': '가사', 'court': '대법원', 'date': '1985-09-10', 'reference_court_case': '', 'reference_rules': '민법 제840조', 'subcategory': '이혼', 'score': 0.408348799}",0.4129706268837343,0.4186,0.2,0.38455674201329576,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 서울가정법원 2018. 4. 13.자 2017브58 결정 : 확정

사건: 가족관계등록공무원의처분에대한불복신청

내용: 재판상의 이혼청구권은 부부의 일신전속의 권리이므로 이혼소송계속 중 부부의 일방이 사망한 경우에는 상속인이 그 소송절차를 수계할 수 없음은 물론이며 그런 경우에 검사가 이를 수계할 수 있는 특별한 규정이 없으므로, 이혼소송은 청구인이 사망함과 동시에 당연히 종료되고(대법원 1985. 9. 10. 선고 85므27 판결), 원심판결 선고 후 상소심에서 하는 소송종료선언은 이미 선고된 원심판결의 효력이 당사자의 사망으로 인하여 상실되었고 소송절차가 종료되었음을 확인하는 판결에 불과하다. 또한 재판상 이혼청구를 인용한 확정판결은 혼인을 그 판결확정 시로부터 장래에 향하여 종료·해소시키는 효력이 있다.

질문: 혼인 당사자중 일방이 사망하여 가족관계등록부가 폐쇄되었다는 이유로 관할 구청장이 이혼신고를 수리하지 않은 것은 적법한가?

답변: 긍정","{'case_no': '2017브58', 'category': '가사', 'court': '서울가정법원', 'date': '2018-04-13', 'reference_court_case': '', 'reference_rules': '민사소송법 제233조 제1항', 'subcategory': '가족관계등록공무원의처분에대한불복신청', 'score': 0.407445729}",0.423474279809135,0.42000000000000004,0.2,0.39030856847599615,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 2020. 11. 12. 선고 2020므11818 판결

사건: 이혼 등 청구의 소

내용: 이 사건 혼인은 회복할 수 없이 파탄되었고 피고보다는 원고에게 혼인관계 파탄에 대한 책임이 더 있는 것으로 판단되나, ① 원고와 피고는 혼인기간 중 총 10여 차례에 이를 정도로 협의이혼 절차 또는 이혼소송 절차를 신청 내지 청구하였다가 취하하는 행위를 반복하는 등 더 이상 부부간의 문제를 상호 원만하게 해결할 수 없는 상황에 이르러 정상적인 부부관계의 회복이 불가능한 것으로 보이는 점, ② 원고와 피고는 이 사건 소송 계속 중에도 상호간은 물론 피고의 원고 어머니에 대한 폭언 등을 이유로 지속적으로 갈등하였고, 사건본인들을 양육하던 피고는 2019. 10.경부터 원고의 면접교섭 요구를 거부하였으며 제1심부터 원심에 이르기까지 양육환경조사는 물론 부부관계의 회복을 위한 부부상담이 제대로 이루어지지 않고 있는바, 원고와 피고 사이의 분쟁이 부부의 문제를 넘어 사건본인들의 정서에 악영향을 주는 등 사건본인들의 복리를 심각하게 저해하고 있는 것으로 보이는 점, ③ 결국 상호간에 애정이나 존중 등이 없는 형식적인 혼인관계를 유지하는 것은 원고와 피고 사이의 문제를 해결하기보다 새로운 문제의 원인이 되거나 동일한 문제가 계속 되어 쌍방에게 크나큰 고통이 될 수밖에 없어 보이는 점 등 여러 사정들을 종합하면, 유책배우자인 원고의 피고에 대한 이혼청구를 허용하여도 혼인과 가족제도를 형해화할 우려가 없고, 사회의 도덕관·윤리관에도 반하지 아니한다고 판단하여 유책배우자인 원고의 이혼 청구를 인용하였다.

질문: 형식적인 혼인관계를 유지하는 것은 원고와 피고 사이의 문제를 해결하기보다 새로운 문제의 원인이 되거나 동일한 문제가 계속 되어 쌍방에게 크나큰 고통이 될 수밖에 없어 보이는 점 등 여러 사정들을 종합하여 이혼청구를 인용하는 판결은 적법한가?

답변: 긍정","{'case_no': '2020므11818', 'category': '가사', 'court': '대법원', 'date': '2020-11-12', 'reference_court_case': '', 'reference_rules': '민법 제840조 제6호', 'subcategory': '이혼', 'score': 0.407344103}",0.456192558295941,0.556,0.2,0.4552391362908277,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 부산지방법원 1985. 6. 21. 선고 84노2616 제2형사부판결 : 상고

사건: 간통피고사건

내용: 형법 제241조와 형사소송법 제229조의 규정을 대조 검토컨대, 간통죄의 공소제기요건으로서는 배우자의 고소가 있어야 하고, 그 고소가 유효하기 위한 전제로서 원칙적으로는 혼인관계가 해소되어야 할 것이나 다만 고소의 제기기간이 짧게 한정되어 있는 일방, 혼인의 재판상 해소절차는 그보다 오랜기간이 소요될 수도 있기에 그 이혼심판이 일단 제기되어 계속중인 때에도 혼인의 해소가 될 전단계에 있는 것으로 보아 예외적으로 그 형사고소를 유효하다고 보기로 하자는 것으로 보아 예외적으로 그 형사고소를 유효하다고 보기로 하자는 것이 그 입법취지라 할 것이어서, 이혼심판 청구소송이 기각되어 확정된 경우에는 혼인이 해소되지 않는 것으로 확정되어 청구인은 이후 피청구인과 혼인생활을 계속해야 하는 법률상의 의무를 질뿐 아니라 이혼소송의 계속도 없어지게 되므로 위 고소의 유효조건 중의 어느 것도 갖추지 못한 것이 되므로 그 이후에는 그 간통고소는 부적법하게 된다 할 것인바, 이러한 견지에서 이 사건에서는 고소인이 1982. 7. 30. 피고인 1을 상대로 제기한 이혼소송은 1983. 3. 16. 청구인의 청구기각으로 확정되었고 검사는 1984. 7. 31. 이 사건 공소를 제기하였으므로 결국 고소인의 이 사건 간통고소는 부적법한 것이고 이 부적법한 고소에 기한 이 사건 공소제기는 그 절차가 법률의 규정에 위반하여 무효인 때에 해당한다 하여 이 사건 공소를 기각한 원심판결은 결국 정당하다.

질문: 이혼심판청구소송이 기각되어 확정된 경우에 간통고소는 부적법하게 되는가?

답변: 긍정","{'case_no': '84노2616', 'category': '형사A(생활형)', 'court': '부산지방법원', 'date': '1985-06-21', 'reference_court_case': '', 'reference_rules': '형법 제241조 제1항, 제2항, 형사소송법 제229조 제1항', 'subcategory': '간통', 'score': 0.403906435}",0.4094816670936644,0.6599999999999999,0.2,0.4690265478325465,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1992. 5. 26. 선고 90므1135 판결

사건: 이혼

내용: 혼인관계와 같은 신분관계는 성질상 상속될 수 없는 것이고 그러한 신분관계의 재심당사자의 지위 또한 상속될 성질의 것이 아니므로 이혼소송의 재심소송에서 당사자의 일방이 사망하였더라도 그 재산상속인들이 그 소송절차를 수계할 까닭이 없는 것이다. 나. 신분관계소송에 있어서는 재산상의 분쟁의 경우와는 달리 위법한 신분관계가 존속함에도 그 상대방이 될 자가 사망하였고 그 법률관계는 상속되지 않아 소송의 상대방이 될 자가 존재하지 않는 경우에는 관련된 다수 이해관계인들의 이익을 위하여 공익의 대표자인 검사를 소송의 상대방으로 하여 소송을 하는 방법으로 이를 바로잡는 방안이 마련되어 있는데 이는 위법한 신분관계가 존재하는 경우에 이를 다툴 구체적 상대방이 없다는 이유로 방치하는 것은 공익에 반하므로 공익의 대표자인 검사를 상대로 하여 소송을 제기하게 하고자 함에 있는 것이다.

질문: 이혼소송의 재심소송에서 당사자의 일방이 사망하였다면 그 재산상속인들이 그 소송절차를 수계할 수 있는가?

답변: 부정","{'case_no': '90므1135', 'category': '가사', 'court': '대법원', 'date': '1992-05-26', 'reference_court_case': '', 'reference_rules': '가.나.다.라. 민사소송법 제211조, 가사소송법 제24조, 제3조 제4항 가.다.라. 민사소송법 제422조 나. 민법 제849조, 제864조, 제865조', 'subcategory': '이혼', 'score': 0.403877586}",0.3949711498033596,0.528,0.2,0.41462843204453703,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1994. 6. 10. 선고 94도774 판결

사건: 간통

내용: 형사소송법 제229조 제1항에 의하면, 간통고소는 혼인이 해소되거나 이혼소송을 제기한 후가 아니면 할 수 없다고 규정하고 있으므로, 위 고소는 혼인관계의 부존재 또는 이혼소송의 계속을 그 유효조건으로 하고 있다 할 것이고, 이러한 조건은 공소제기시부터 재판이 종결될 때까지 구비하여야 하는 것인바, 위 조건을 구비하지 아니한 고소는 위 법조에 위반되는 고소라 할 수 있고, 위 고소 당시 이혼소송을 제기하였다 하더라도 그 소송절차에서 소장이 각하된 경우에는 최초부터 이혼소송을 제기하지 아니한 것과 같다고 보아야 한다.

질문: 간통고소 당시 이혼소송을 제기하였으나 소장이 각하된 경우, 고소가 유효한가?

답변: 부정","{'case_no': '94도774', 'category': '형사A(생활형)', 'court': '대법원', 'date': '1994-06-10', 'reference_court_case': '대법원 1975. 10. 7. 선고 75도1489 판결(공1975,8703), 대법원 1981. 12. 8. 선고 81도2391 판결(공1982,147), 대법원 1985. 9. 24. 선고 85도1744 판결(공1985,1466)', 'reference_rules': '형법 제241조 / 형사소송법 제229조 제1항', 'subcategory': '간통', 'score': 0.398394}",0.40872987388818977,0.49520000000000003,0.4,0.43836493694409484,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1987. 5. 26., 선고, 85므41, 판결

사건: 위자료

내용: 부부일방이 배우자의 유책행위를 원인으로 이혼심판청구를 하여 심판상 화해로 이혼을 한 경우에도 당사자 일방은 과실있는 상대방에게 가사심판법 소정의 절차에 따라 위자료청구소송을 할 수 있고 심판상 화해가 성립되기 전에 부정행위를 이유로 한 재판상의 이혼청구권이 소멸한 것인가의 여부는 위 손해배상청구에 아무런 지장이 없다.

질문: 심판상 화해로 이혼한 경우 위자료청구소송을 제기할 수 있는가?

답변: 긍정","{'case_no': '85므41', 'category': '가사', 'court': '대법원', 'date': '1987-05-26', 'reference_court_case': '', 'reference_rules': '민법 제843조, 제841조, 제843조', 'subcategory': '위자료', 'score': 0.396377563}",0.41569248509997736,0.39720000000000005,0.2,0.37827481397856016,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
이혼 소송 절차는 어떻게 되나요?,"제목: 대법원 1985. 9. 24. 선고 85도1744 판결

사건: 간통

내용: 이 사건 기록에 의하면 이 사건 간통죄의 고소인인 공소외 인은 1985. 1. 22. 피고인을 상대로 광주지방법원 목포지원에 이혼심판청구를 하였다가 같은해 8.27 위 심판청구 전부를 취하한 사실이 인정되므로 이 사건 간통고소는 유효요건을 상실하였다 할 것이고 따라서 검사의 피고인에 대한 이 사건 공소는 그 소추조건을 결한 것이 되어 공소제기절차가 법률의 규정에 위반하여 무효인 때에 해당한다 할 것이므로 이 점에서 원심판결과 제1심 판결은 그대로 유지될 수 없게 되었다 할 것이고 이를 지적하는 논지는 이유 있다. 그러므로 피고인의 상고이유에 대한 판단을 거칠 것 없이 원심판결과 제1심 판결을 모두 파기하고 이 사건은 일건 기록에 의하여 판결하기에 충분하므로 형사소송법 제396조에 의하여 당원이 직접판결하기로 한다.

질문: 간통 고소 당시 이혼소송을 제기하였다 하더라도 그 소송이 취하되는 경우에는 최초부터 이혼소송을 제기하지 아니한 것과 같게 되는데 간통고소도 그대로 그 효력을 갖는가?

답변: 부정","{'case_no': '85도1744', 'category': '형사A(생활형)', 'court': '대법원', 'date': '1985-09-24', 'reference_court_case': '대법원 1976. 6. 8. 선고 76도1278 판결, 대법원 1981. 10. 13. 선고 81도1975 판결', 'reference_rules': '형법 제241조, 형사소송법 제229조, 제232조, 제327조', 'subcategory': '간통', 'score': 0.39425379}",0.41154462401399367,0.5800000000000001,0.4,0.47005802629271126,"{'semantic': 0.7, 'keyword': 0.5, 'metadata': 0.2}"
